,carat,cut,color,clarity,depth,table,x,y,z,group,price_predicted
2935,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,0,4593.995506541753
2936,1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,0,13236.162595014128
2937,1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,1,4631.405978461432
2938,0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,1,410.67703114629654
2939,0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1,1405.5552081013586
2940,1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,0,5571.413523605387
2941,0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,1,904.0734054493581
2942,1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,0,11110.054114926246
2943,0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,1,1961.6412142139397
2944,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,1,1386.415404686359
2945,2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,0,19498.29602332785
2946,0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,1,730.958820583232
2947,0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,1,1165.8791039688942
2948,0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,1,328.02646543007734
2949,1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,0,5645.064542429748
2950,1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,0,6347.866337416591
2951,1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,0,10124.71602934926
2952,0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,1,3242.2589211125423
2953,1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,0,8864.57806298768
2954,0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,1,3368.7790533877965
2955,1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,1,4214.291920742212
2956,0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,1,1118.3408457178386
2957,0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,1,522.7949674108958
2958,1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,0,4771.849822472102
2959,0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,1,562.9006694435727
2960,0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,1,925.9995532248764
2961,0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,1,3069.6006357288447
2962,0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,1,589.3217451251584
2963,0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,1,2268.5970782557874
2964,0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,1,680.1543001103229
2965,0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,1,1409.6878596681217
2966,0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,1,2369.060158261779
2967,0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,1,2936.015325660529
2968,0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,1,2226.3365794790684
2969,0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,1,619.0009223387008
2970,0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,1,2940.7947707482385
2971,1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,1,5240.59707591986
2972,1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,1,3791.5943881292255
2973,0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,1,406.40967501211026
2974,1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,0,9002.72073497469
2975,0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,1,2334.4298989096064
2976,0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,1,1979.872211321252
2977,0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,1,713.9372575775523
2978,0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,1,2923.6170219748806
2979,1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,0,4747.408704451978
2980,0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,1,483.86901775422865
2981,2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,0,18384.633821019313
2982,1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,0,6866.112904111853
2983,0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,1,3007.8397197754375
2984,0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,1,537.4801375502151
2985,1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,1,6056.335073068129
2986,0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,1,498.5365174503829
2987,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,1,3647.518772579881
2988,0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,1,3088.316485986592
2989,0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,1,5540.005093895286
2990,0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,1,1837.4203773204774
2991,0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,1,599.4838273345231
2992,0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,1,2142.092655965258
2993,0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,1,1785.3324689761694
2994,1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,0,9594.941778328144
2995,1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,0,7457.133427674255
2996,2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,0,13996.894970112095
2997,1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,1,7375.055654898021
2998,0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,1,3921.208456816711
2999,0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,1,597.8234785583405
3000,0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,1,1098.8806145174758
3001,1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,0,8227.36637689301
3002,0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,1,1335.4995028780984
3003,1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,1,5858.956210474754
3004,0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,1,2066.1879912816003
3005,0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,1,742.5899276286362
3006,0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,1,1025.7049360243461
3007,0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,1,768.76702854644
3008,0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,1,1155.1769021618916
3009,0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,1,460.8411186338739
3010,0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,1,796.0613429047522
3011,0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,1,1291.0666121664326
3012,0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,1,1495.3556156654834
3013,0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,1,636.3149000241402
3014,1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,1,4913.101602841717
3015,0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,1,2394.9150937066224
3016,0.97,Ideal,G,SI2,61.6,56.0,6.31,6.39,3.91,1,3736.515111839794
3017,1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,0,10134.891406918281
3018,0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,1,845.3055079079917
3019,0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76,1,745.540492478427
3020,0.36,Ideal,E,VS1,61.7,56.0,4.58,4.56,2.82,1,1042.4578478298388
3021,1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,0,11392.348591204898
3022,0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,1,982.685952582111
3023,0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,1,3248.789626945288
3024,0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2,1,1053.649144115335
3025,0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,1,636.3149000241402
3026,0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,1,2824.124613327196
3027,0.3,Ideal,E,VS1,61.6,55.0,4.34,4.36,2.68,1,750.3533531135469
3028,0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85,1,4228.022608936526
3029,1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,1,5380.552850252621
3030,1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,0,9822.9434901535
3031,1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98,1,6063.411429399952
3032,0.42,Ideal,D,VVS2,62.5,57.0,4.8,4.77,2.99,1,1503.4193310635608
3033,0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,1,2073.0718804959847
3034,0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27,1,2530.2048087619737
3035,0.51,Good,E,SI1,57.4,62.0,5.24,5.29,3.02,1,1277.6766621552988
3036,0.52,Very Good,I,SI1,63.3,55.0,5.13,5.1,3.24,1,1091.8017316005285
3037,0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,1,1186.55806542214
3038,1.7,Very Good,H,VS2,63.3,57.0,7.59,7.54,4.79,0,11876.495475604737
3039,0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,1,704.3230604875439
3040,1.08,Ideal,H,SI1,62.7,57.0,6.48,6.51,4.07,1,4939.7520209518725
3041,2.01,Ideal,F,SI2,61.9,55.0,8.1,8.05,5.0,0,15846.268245685254
3042,0.55,Ideal,J,VS2,62.6,57.0,5.21,5.17,3.25,1,1232.7799802139236
3043,0.9,Fair,F,SI2,62.6,58.0,6.01,6.06,3.78,1,3003.3103836104888
3044,0.9,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86,1,3847.023051898443
3045,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,1,6796.217726300613
3046,0.51,Very Good,H,VS2,60.1,59.8,5.14,5.19,3.1,1,1311.5198240774441
3047,0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42,1,3350.543542777866
3048,0.7,Fair,H,SI1,66.0,56.0,5.5,5.53,3.64,1,1963.935476827716
3049,0.34,Ideal,I,SI1,60.2,57.0,4.54,4.5,2.72,1,531.1341578846238
3050,0.32,Ideal,G,IF,61.2,55.0,4.41,4.44,2.71,1,979.8757516057623
3051,0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,1,725.2567065569185
3052,0.41,Premium,E,SI1,61.4,56.0,4.81,4.77,2.94,1,918.2915024717933
3053,1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,0,11794.394808241635
3054,0.9,Very Good,I,VS2,63.2,56.0,6.15,6.09,3.87,1,3290.796421533863
3055,1.0,Ideal,E,VS2,61.6,57.0,6.44,6.38,3.95,0,6353.639468718969
3056,0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,1,763.1022161120427
3057,1.53,Ideal,F,VS1,61.5,59.0,7.38,7.46,4.56,0,15523.573255799234
3058,1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,0,6341.364079176066
3059,1.04,Premium,F,SI2,62.8,55.0,6.48,6.41,4.05,1,4351.991122747086
3060,0.8,Very Good,E,SI2,62.6,59.0,5.84,5.91,3.68,1,2518.649535909909
3061,0.29,Good,F,VS1,62.1,56.0,4.24,4.26,2.64,1,585.6329363243215
3062,1.21,Ideal,F,I1,62.0,56.0,6.84,6.8,4.23,0,5074.181807609395
3063,2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,0,12145.614557161205
3064,0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,1,619.7904677401976
3065,1.01,Fair,H,VS2,64.5,60.0,6.3,6.25,4.05,1,4379.006505046444
3066,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,0,10286.228117917308
3067,1.19,Very Good,D,SI2,61.1,58.0,6.84,6.88,4.19,0,6034.744614252896
3068,1.12,Premium,H,VS1,61.6,58.0,6.64,4.11,3.7,1,6558.34601731322
3069,1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,0,10193.609588217241
3070,0.3,Premium,G,VS1,61.4,60.0,4.33,4.3,2.65,1,619.7904677401976
3071,1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,1,6222.618862103864
3072,1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,1,5019.052199666264
3073,0.31,Premium,G,VS1,61.2,60.0,4.39,4.37,2.68,1,659.5080360127723
3074,0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39,1,2264.316373162157
3075,0.9,Very Good,H,VS1,63.0,62.0,6.09,6.0,3.81,1,4245.806370591557
3076,0.71,Ideal,G,VVS2,61.7,57.0,5.72,5.74,3.53,1,3268.7593257207373
3077,0.34,Good,E,SI2,63.1,56.0,4.46,4.51,2.83,1,521.5193673587819
3078,0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0,1,824.4182632237215
3079,0.34,Ideal,E,VVS2,62.4,55.0,4.47,4.51,2.79,1,940.3564871223098
3080,0.31,Very Good,H,SI1,62.3,55.0,4.34,4.36,2.71,1,461.31981398571725
3081,0.5,Ideal,F,SI1,60.2,63.0,5.12,5.15,3.09,1,1306.4716740147023
3082,0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,1,867.1158286153559
3083,1.33,Ideal,H,SI1,60.1,57.0,7.14,7.2,4.31,0,7076.386910260928
3084,1.0,Good,F,IF,63.2,63.0,6.24,6.26,3.95,1,8750.052819477529
3085,2.07,Premium,E,SI2,58.9,61.0,8.45,8.35,4.95,0,16439.853812339832
3086,0.36,Ideal,D,VS2,61.1,57.0,4.62,4.58,2.81,1,950.6082373873223
3087,1.25,Premium,I,VS2,62.2,57.0,6.92,6.84,4.28,1,6182.615811537778
3088,1.01,Very Good,G,SI1,60.0,58.0,6.51,6.55,3.92,1,4416.422908318306
3089,1.54,Very Good,G,IF,59.4,60.0,7.55,7.61,4.5,0,18124.721254768574
3090,0.54,Ideal,H,SI1,61.1,56.0,5.25,5.27,3.21,1,1368.5529782606286
3091,1.07,Ideal,H,VS2,61.8,56.0,6.52,6.55,4.04,1,5490.660484431673
3092,0.25,Ideal,E,VVS2,61.6,57.0,4.08,4.1,2.52,1,540.098725047583
3093,0.32,Ideal,D,SI1,59.6,57.0,4.47,4.42,2.65,1,641.9520709467362
3094,0.35,Very Good,E,VS2,60.2,60.0,4.54,4.57,2.74,1,788.6924077508156
3095,0.42,Ideal,E,SI1,62.6,57.0,4.81,4.84,3.02,1,989.9209615489689
3096,1.11,Very Good,H,SI2,59.0,59.0,6.79,6.82,4.02,1,4329.32289216526
3097,1.51,Premium,H,SI2,62.3,62.0,7.32,7.21,4.51,0,7683.013621795286
3098,1.01,Good,F,VS2,65.2,57.0,6.19,6.23,4.05,1,5399.699893450667
3099,0.32,Ideal,H,VVS1,62.0,55.0,4.42,4.45,2.75,1,751.0283370145988
3100,0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76,1,675.6429020238345
3101,0.28,Ideal,G,IF,61.3,57.0,4.25,4.27,2.6,1,760.8845360051977
3102,0.32,Very Good,I,SI2,63.4,56.0,4.37,4.34,2.76,1,406.58511297890067
3103,0.73,Ideal,E,VS1,61.4,55.0,5.8,5.82,3.57,1,3730.1665732987517
3104,1.02,Premium,F,SI2,63.0,58.0,6.44,6.38,4.04,1,4193.191830433784
3105,1.51,Ideal,E,SI2,62.9,57.0,7.29,7.23,4.57,0,9607.177902099162
3106,0.26,Very Good,E,VVS1,61.5,56.0,4.1,4.15,2.53,1,641.6383192744127
3107,0.55,Ideal,I,VVS1,61.7,56.0,5.24,5.29,3.25,1,1722.2520097345534
3108,0.32,Ideal,G,SI1,61.4,57.0,4.41,4.38,2.7,1,532.5388487906032
3109,1.51,Very Good,F,SI1,62.6,57.0,7.25,7.31,4.56,0,10174.598272337591
3110,1.73,Premium,F,SI2,63.0,60.0,7.63,7.52,4.77,0,11523.46651463355
3111,0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0,1,1264.243289874421
3112,0.43,Very Good,E,VVS2,60.8,57.0,4.89,4.92,2.98,1,1348.1026229845668
3113,1.0,Premium,D,SI1,61.5,60.0,6.34,6.38,3.91,0,5471.99769938347
3114,0.57,Premium,E,SI1,62.5,57.0,5.28,5.22,3.28,1,1663.5116347869368
3115,1.1,Ideal,E,SI2,61.6,56.0,6.66,6.63,4.09,0,5426.017764470284
3116,1.2,Ideal,E,VVS1,60.1,61.0,6.83,6.91,4.13,0,12274.468978335255
3117,0.4,Ideal,I,IF,62.2,56.0,4.75,4.71,2.94,1,1060.4977261635365
3118,0.24,Very Good,E,VVS2,62.9,57.0,3.96,3.99,2.5,1,470.9857824837948
3119,0.92,Very Good,G,SI1,61.8,54.0,6.25,6.37,3.9,1,3700.746009733789
3120,0.27,Very Good,E,VVS1,60.9,59.0,4.17,4.21,2.55,1,686.8283180573222
3121,0.43,Premium,H,I1,62.0,59.0,4.83,4.78,2.98,1,681.2586900864712
3122,1.0,Fair,H,SI2,66.1,59.0,6.18,6.13,4.07,1,3361.801611365741
3123,1.01,Ideal,F,VS2,60.3,56.0,6.56,6.5,3.94,1,5932.796788875845
3124,0.97,Premium,F,SI2,59.9,59.0,6.45,6.38,3.84,1,3808.5480606460114
3125,0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,1,506.50581823876735
3126,1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,0,12840.87686789213
3127,0.71,Premium,J,SI1,62.4,61.0,5.68,5.63,3.53,1,1773.4887838697796
3128,1.0,Premium,D,SI2,60.3,58.0,6.48,6.45,3.9,0,4573.060818080764
3129,0.75,Very Good,D,SI1,59.7,62.0,5.89,5.94,3.53,1,2781.9834167154377
3130,1.04,Ideal,G,VS2,61.6,55.0,6.51,6.55,4.02,1,5783.625604929568
3131,0.24,Very Good,F,VVS1,63.5,54.0,3.92,3.96,2.5,1,497.24043494618047
3132,0.28,Good,H,VVS1,56.0,64.0,4.38,4.41,2.46,1,536.2761744248056
3133,1.0,Ideal,H,SI1,61.9,57.0,6.43,6.39,3.97,1,4283.6251573646705
3134,0.7,Very Good,G,SI1,63.0,59.0,5.64,5.67,3.56,1,2205.256385521442
3135,1.86,Very Good,J,VS2,62.5,55.0,7.81,7.9,4.91,0,10530.302827219673
3136,1.65,Ideal,J,SI1,62.5,56.0,7.59,7.54,4.73,0,8239.180724492608
3137,0.51,Premium,F,SI1,62.7,62.0,5.09,4.96,3.15,1,1315.02196611032
3138,1.09,Premium,E,VVS2,59.9,59.0,6.73,6.7,4.02,0,8479.358030326606
3139,2.47,Premium,J,SI2,59.4,59.0,8.85,8.79,5.24,0,15565.894507682988
3140,1.0,Ideal,D,VS1,62.4,55.0,6.4,6.43,4.0,0,8133.42391799521
3141,0.3,Ideal,G,VS1,61.8,54.0,4.32,4.29,2.66,1,639.2448771529575
3142,1.07,Ideal,E,VVS2,61.8,54.0,6.56,6.61,4.07,0,8464.5909166234
3143,0.7,Very Good,E,SI2,63.1,56.0,5.66,5.63,3.56,1,1979.6440191468666
3144,0.38,Ideal,F,VVS1,61.9,54.0,4.67,4.7,2.9,1,1276.0261784120164
3145,1.37,Ideal,I,VS2,61.5,55.0,7.18,7.2,4.42,1,7527.167180031705
3146,0.42,Ideal,F,VS1,61.6,56.0,4.82,4.8,2.96,1,1307.4540494212458
3147,0.3,Ideal,H,IF,62.1,57.0,4.29,4.31,2.67,1,753.6222468752467
3148,1.04,Premium,H,SI1,60.7,62.0,6.57,6.51,3.97,1,4470.8890561894805
3149,0.75,Premium,F,VVS2,62.4,57.0,5.88,5.75,3.63,1,3844.411861801443
3150,0.7,Premium,G,VS2,61.6,58.0,5.69,5.73,3.52,1,2649.0269759336343
3151,0.55,Ideal,E,VS1,61.5,57.0,5.23,5.27,3.23,1,2238.6498837695062
3152,2.0,Ideal,H,VS2,60.5,56.0,8.34,8.22,5.01,0,17033.693398637974
3153,0.7,Ideal,I,VVS2,62.3,55.0,5.66,5.7,3.54,1,2427.702435598217
3154,0.31,Good,G,VVS1,58.0,62.0,4.42,4.47,2.58,1,722.0716484891592
3155,1.51,Fair,G,I1,65.6,54.0,7.28,7.1,4.72,0,6576.772875819147
3156,1.06,Ideal,I,SI1,61.9,54.0,6.56,6.59,4.07,1,4263.729350890743
3157,0.63,Good,F,SI2,64.2,56.0,5.4,5.34,3.45,1,1565.6967214478964
3158,0.3,Ideal,H,VVS2,61.3,56.0,4.35,4.33,2.66,1,589.3217451251584
3159,0.5,Ideal,D,VVS2,61.9,55.1,5.07,5.1,3.15,1,2061.085922492686
3160,0.35,Ideal,E,VVS1,62.2,56.0,4.53,4.51,2.81,1,1168.3932768804782
3161,0.46,Premium,E,VS1,61.9,58.0,4.94,4.91,3.05,1,1571.4093926988849
3162,0.5,Very Good,G,SI1,62.8,56.0,5.05,5.08,3.18,1,1165.8791039688942
3163,0.7,Good,D,SI1,58.8,64.0,5.74,5.79,3.39,1,2365.3025649483
3164,0.7,Very Good,E,VS1,63.4,62.0,5.64,5.56,3.55,1,3246.1479250344296
3165,0.32,Ideal,D,VS2,61.9,55.0,4.43,4.39,2.73,1,768.1420377018392
3166,1.28,Premium,G,VS1,60.9,58.0,7.09,7.01,4.29,0,9708.537372549132
3167,1.01,Good,G,SI2,63.7,59.0,6.38,6.31,4.04,1,3676.5744208020183
3168,0.7,Very Good,G,SI2,63.3,57.0,5.61,5.51,3.52,1,1893.4513871025335
3169,0.71,Very Good,F,SI1,61.8,58.0,5.72,5.81,3.56,1,2400.8193650795756
3170,1.51,Very Good,I,SI1,63.1,56.0,7.28,7.33,4.61,0,7823.8244161749235
3171,1.28,Very Good,F,VVS2,58.9,57.0,7.13,7.17,4.21,0,10361.25074514247
3172,1.28,Ideal,F,SI2,59.7,57.0,7.12,7.06,4.23,0,6679.728367265765
3173,1.01,Very Good,E,VS2,62.0,55.0,6.42,6.46,3.99,0,6071.858771405385
3174,0.32,Ideal,F,VVS2,62.1,55.0,4.37,4.39,2.72,1,776.8796079782808
3175,0.7,Ideal,G,VVS2,60.8,56.0,5.75,5.79,3.51,1,3182.0989002894626
3176,0.33,Premium,I,SI1,60.4,59.0,4.54,4.5,2.73,1,488.56267910757686
3177,0.35,Good,D,SI1,63.3,56.0,4.5,4.53,2.86,1,674.8007696846549
3178,1.23,Ideal,H,SI2,62.4,57.0,6.79,6.84,4.25,0,5414.3857620968565
3179,1.11,Ideal,F,SI1,61.1,57.0,6.67,6.69,4.08,0,6010.752029386175
3180,1.71,Very Good,D,SI2,63.5,59.0,7.57,7.59,4.81,0,11629.518882765033
3181,1.5,Very Good,E,VS2,62.1,60.0,7.27,7.31,4.53,0,12390.403056616678
3182,0.7,Very Good,E,VS2,58.8,56.0,5.79,5.84,3.42,1,2752.799442837011
3183,0.33,Very Good,H,SI1,63.0,58.0,4.4,4.42,2.78,1,517.9433883475747
3184,0.32,Ideal,E,VS2,61.6,56.0,4.4,4.43,2.72,1,714.8552444011666
3185,1.57,Ideal,J,VVS2,61.4,57.0,7.5,7.45,4.59,0,8807.704541138963
3186,0.52,Ideal,H,SI1,61.9,56.0,5.16,5.22,3.2,1,1276.1744603842346
3187,0.32,Premium,F,VVS1,60.7,58.0,4.4,4.43,2.68,1,889.9416499218905
3188,0.34,Very Good,I,SI1,60.4,56.0,4.54,4.56,2.75,1,501.3424483646829
3189,1.74,Premium,D,SI2,61.9,58.0,7.73,7.67,4.77,0,12458.872155547255
3190,0.4,Very Good,F,IF,62.8,57.0,4.65,4.68,2.93,1,1562.7166585875746
3191,0.32,Ideal,G,SI2,61.6,56.0,4.4,4.43,2.72,1,457.2422637788344
3192,2.26,Ideal,I,SI1,62.4,57.0,8.43,8.37,5.24,0,17349.713310175222
3193,1.0,Fair,G,VS2,44.0,53.0,6.31,6.24,4.12,1,4745.096161105271
3194,0.8,Very Good,D,SI1,62.9,60.0,5.89,5.94,3.72,1,3126.599586075404
3195,1.09,Ideal,E,SI2,61.9,55.0,6.6,6.64,4.1,0,5337.38743236196
3196,0.9,Ideal,E,VS2,62.7,56.0,6.14,6.18,3.86,1,4614.1933668525935
3197,0.76,Ideal,H,SI1,62.4,55.0,5.87,5.83,3.65,1,2576.9356882579727
3198,1.54,Ideal,G,VS2,61.4,57.0,7.47,7.42,4.57,0,12203.974092539815
3199,0.55,Ideal,E,SI1,61.7,57.0,5.27,5.23,3.24,1,1609.8992844901309
3200,0.32,Ideal,G,IF,61.4,55.0,4.42,4.44,2.72,1,979.8757516057623
3201,0.93,Premium,F,SI1,62.5,58.0,6.22,6.19,3.88,1,4153.246635113978
3202,0.39,Premium,H,VS1,61.7,57.0,4.68,4.65,2.88,1,929.8044783442717
3203,0.51,Very Good,H,SI1,62.0,57.0,5.11,5.19,3.19,1,1159.776320670106
3204,0.34,Ideal,E,SI1,62.9,55.0,4.5,4.47,2.82,1,676.2465389338785
3205,0.31,Good,F,SI1,64.1,61.0,4.29,4.2,2.72,1,476.2050518814368
3206,0.7,Premium,F,SI2,61.9,62.0,5.69,5.66,3.51,1,2039.6668914371935
3207,0.36,Premium,J,SI1,61.6,60.0,4.54,4.58,2.81,1,508.2703197965757
3208,0.53,Premium,E,VS2,59.8,58.0,5.26,5.27,3.15,1,1720.4223540661403
3209,0.32,Good,I,SI1,63.5,57.0,4.3,4.33,2.74,1,435.88368443317665
3210,0.31,Ideal,G,IF,62.6,57.0,4.32,4.3,2.7,1,922.6825627228212
3211,0.44,Very Good,J,VS1,61.9,57.0,4.83,4.9,3.01,1,838.2760893366491
3212,1.02,Very Good,D,VS2,62.7,58.0,6.35,6.44,4.01,0,6537.280587403807
3213,2.09,Ideal,H,SI2,60.6,57.0,8.3,8.2,5.0,0,14451.298983772249
3214,1.5,Ideal,D,VS2,62.6,56.0,7.21,7.27,4.53,0,14156.962002179129
3215,0.91,Very Good,G,SI2,63.4,60.0,6.11,6.06,3.86,1,3112.3851440543135
3216,0.33,Ideal,F,VVS2,61.8,54.0,4.47,4.5,2.77,1,824.0163146397903
3217,1.01,Good,F,VVS2,62.7,61.0,6.3,6.34,3.96,1,6382.743377502122
3218,0.41,Ideal,F,VVS1,60.9,56.0,4.83,4.79,2.93,1,1475.810652461466
3219,0.32,Ideal,H,VVS1,61.9,55.0,4.37,4.38,2.71,1,751.0283370145988
3220,1.17,Good,H,SI2,63.8,58.0,6.57,6.73,4.24,1,4632.308617267814
3221,0.32,Ideal,I,VS1,62.4,54.0,4.36,4.39,2.73,1,578.7397075236787
3222,1.3,Ideal,G,VS2,61.9,55.0,7.04,7.01,4.35,0,8853.725818877658
3223,1.01,Good,D,SI2,64.5,58.0,6.18,6.26,4.01,0,4320.432018942487
3224,0.3,Ideal,F,IF,60.4,60.0,4.32,4.35,2.62,1,959.3453985878888
3225,0.8,Ideal,G,SI2,61.6,56.0,5.97,6.01,3.69,1,2593.887520671535
